student_id,age,gender,region,parent_education,average_grade,absenteeism_rate,assignments_submitted,moodle_hours,forum_posts,satisfaction_score,dropout
2419,19,Female,Sokode,Primary,12.49,27.44,69.05,4.73,4,1.9,Yes
2420,30,Male,Lome,Higher,12.68,21.77,60.9,5.2,5,7.2,No
2421,30,Male,Lome,Secondary,12.59,21.09,49.48,1.46,4,5.6,No
2422,20,Male,Atakpame,Primary,14.02,24.79,88.64,7.83,3,1.7,Yes
2423,28,Male,Lome,Higher,13.17,23.33,41.23,3.95,2,1.5,Yes
2424,33,Male,Notse,None,14.35,25.64,60.24,8.93,4,8.2,Yes
2425,23,Male,Lome,Secondary,13.39,36.32,54.57,5.95,7,6.6,Yes
2426,25,Male,Sokode,Primary,8.21,31.17,47.74,13.79,4,1.4,Yes
2427,19,Female,Tsevie,Primary,12.81,19.66,50.32,3.25,4,3.6,No
2428,29,Male,Sokode,Primary,10.31,10.58,69.63,1.89,3,3.3,No
2429,31,Male,Lome,Primary,8.67,18.66,65.56,12.14,3,6.1,Yes
2430,34,Male,Sokode,Primary,11.13,0.0,71.1,4.85,2,3.2,Yes
2431,17,Female,Dapaong,Secondary,12.55,23.29,83.66,8.29,5,8.2,No
2432,22,Female,Atakpame,Higher,12.75,4.4,93.54,28.31,2,3.1,No
2433,18,Male,Tsevie,Secondary,15.17,26.22,47.11,6.62,9,5.1,No
2434,30,Female,Dapaong,Primary,15.92,34.8,44.96,1.65,7,4.8,Yes
2435,22,Female,Dapaong,Primary,13.01,0.49,59.22,5.56,7,1.6,Yes
2436,30,Male,Lome,Higher,13.55,14.5,72.78,6.51,5,4.5,Yes
2437,20,Female,Lome,Higher,12.29,4.36,45.99,14.52,5,4.7,Yes
2438,24,Male,Dapaong,Primary,14.3,0.0,82.96,2.17,5,2.3,Yes
2439,19,Female,Dapaong,Primary,13.46,13.94,73.37,4.26,1,9.0,No
2440,30,Male,Kara,Secondary,11.84,21.35,84.91,0.51,3,4.4,Yes
2441,33,Female,Kara,Secondary,18.46,22.54,61.47,12.11,3,8.6,No
2442,24,Male,Notse,Secondary,10.36,16.54,64.07,13.62,2,6.2,No
2443,30,Male,Atakpame,Secondary,16.36,0.0,88.45,6.11,2,1.1,No
2444,22,Female,Dapaong,Secondary,7.94,16.23,56.02,7.73,3,7.1,No
2445,32,Male,Sokode,Higher,14.44,0.07,62.89,13.86,4,4.6,No
2446,30,Male,Tsevie,Primary,16.31,0.73,40.81,3.12,3,7.6,Yes
2447,19,Female,Kara,Higher,6.28,5.03,73.32,9.34,1,7.2,No
2448,26,Male,Lome,Primary,12.42,25.5,91.09,33.22,5,7.7,No
2449,25,Male,Dapaong,Secondary,14.15,20.45,41.67,10.73,2,7.2,No
2450,29,Female,Sokode,Secondary,12.76,18.23,76.83,0.81,2,1.2,Yes
2451,23,Male,Tsevie,Secondary,13.13,6.37,90.73,3.43,4,9.7,No
2452,30,Female,Sokode,Secondary,12.41,11.12,69.64,7.32,2,5.2,No
2453,25,Male,Notse,Primary,8.72,1.3,58.78,0.75,3,9.0,Yes
2454,31,Female,Sokode,Primary,19.1,28.64,99.8,11.29,1,2.5,No
2455,30,Female,Lome,Secondary,10.49,36.97,43.89,10.62,1,4.2,No
2456,22,Male,Kara,Secondary,13.3,20.57,52.63,20.9,1,9.8,No
2457,20,Female,Sokode,Primary,10.06,22.32,93.11,6.93,3,8.9,No
2458,24,Male,Tsevie,Higher,5.17,13.41,57.84,11.78,3,8.2,Yes
2459,33,Male,Kara,Primary,9.23,0.0,89.19,2.01,3,3.6,Yes
2460,25,Female,Notse,Secondary,7.66,6.56,59.99,0.03,2,7.3,Yes
2461,17,Male,Notse,Primary,15.27,10.35,88.72,1.89,5,3.2,No
2462,30,Male,Atakpame,Secondary,10.18,11.15,81.14,0.64,2,7.0,No
2463,27,Female,Lome,Primary,10.46,8.85,68.11,5.58,6,9.7,No
2464,19,Male,Kara,Secondary,8.81,15.48,71.38,6.32,5,4.1,Yes
2465,25,Male,Notse,Primary,12.28,6.5,50.66,10.34,5,5.4,No
2466,30,Female,Notse,None,9.85,36.68,46.95,1.52,2,4.6,Yes
2467,25,Male,Kara,Secondary,14.98,1.35,83.02,2.42,1,1.9,Yes
2468,20,Male,Sokode,Secondary,12.91,23.87,90.91,16.01,3,9.6,Yes
2469,20,Female,Tsevie,Primary,10.28,12.38,83.32,8.59,4,4.5,Yes
2470,24,Male,Sokode,None,14.55,19.63,94.77,0.3,5,9.6,No
2471,18,Male,Tsevie,Higher,12.02,20.08,93.4,18.87,2,7.5,No
2472,25,Female,Notse,Primary,12.06,16.57,86.69,9.94,0,3.0,Yes
2473,30,Male,Notse,Higher,7.61,3.67,93.89,2.07,0,6.5,Yes
2474,25,Male,Lome,Secondary,11.79,11.68,50.03,2.9,2,1.8,Yes
2475,32,Female,Kara,Primary,12.96,16.69,83.88,8.06,4,2.8,Yes
2476,33,Female,Dapaong,Secondary,16.0,16.06,85.22,8.23,3,2.0,Yes
2477,32,Male,Notse,Higher,9.74,4.77,49.24,16.36,3,1.6,Yes
2478,28,Male,Tsevie,Primary,18.83,27.91,94.57,4.44,2,6.6,No
2479,19,Female,Tsevie,Secondary,13.67,0.0,40.53,7.97,3,3.4,Yes
2480,27,Male,Sokode,Secondary,7.44,12.5,66.08,8.74,4,7.8,No
2481,30,Male,Sokode,Higher,9.46,5.79,41.29,8.18,1,4.0,No
2482,34,Male,Notse,Secondary,16.26,16.82,71.4,0.76,4,8.8,No
2483,21,Female,Notse,Primary,15.73,25.17,64.73,5.3,1,5.0,No
2484,32,Male,Atakpame,Primary,12.05,0.93,77.38,4.14,4,4.2,Yes
2485,21,Male,Tsevie,Primary,12.45,38.54,85.99,49.31,2,1.4,Yes
2486,19,Female,Lome,Primary,8.51,17.02,86.11,6.27,7,7.6,Yes
2487,28,Female,Kara,Primary,15.96,18.82,83.33,5.71,5,9.8,No
2488,17,Female,Kara,Secondary,9.04,0.6,46.11,6.61,4,3.3,Yes
2489,25,Male,Kara,Primary,14.53,14.53,65.05,25.17,3,6.9,No
2490,25,Male,Tsevie,Primary,16.06,24.72,88.96,9.45,7,7.1,No
2491,20,Female,Sokode,Secondary,12.14,17.1,79.26,4.93,4,5.0,No
2492,19,Male,Lome,Primary,14.9,16.4,80.86,24.37,1,4.1,Yes
2493,33,Male,Kara,None,17.54,14.48,53.62,26.57,3,1.5,Yes
2494,18,Male,Tsevie,None,12.8,1.22,59.5,3.07,2,9.5,No
2495,17,Male,Dapaong,Primary,11.47,1.16,97.35,5.0,1,5.6,No
2496,24,Female,Notse,Higher,11.8,26.69,90.82,33.95,4,3.8,No
2497,29,Female,Atakpame,Secondary,9.77,23.82,49.9,7.79,3,8.9,Yes
2498,31,Male,Atakpame,None,9.7,25.3,72.68,5.65,7,2.2,No
2499,24,Female,Kara,Primary,13.33,6.77,69.43,2.17,4,7.3,No
2500,28,Male,Sokode,Primary,11.51,13.42,66.62,4.85,2,2.1,Yes
2501,28,Male,Atakpame,Secondary,12.98,27.32,68.24,9.98,2,7.6,No
2502,30,Female,Atakpame,Secondary,7.53,2.71,78.57,0.39,1,6.4,Yes
2503,31,Female,Atakpame,Secondary,11.72,26.3,98.03,0.87,3,6.1,No
2504,31,Male,Atakpame,Primary,15.09,9.13,92.52,0.05,5,6.1,No
2505,25,Male,Kara,Primary,8.64,6.45,92.51,2.47,1,4.9,No
2506,24,Male,Tsevie,Secondary,12.05,14.68,82.2,2.02,2,9.1,No
2507,22,Male,Lome,Higher,6.44,3.83,41.06,19.03,3,1.3,Yes
2508,20,Female,Lome,Higher,8.08,0.0,66.43,2.05,2,8.9,No
2509,23,Female,Sokode,None,14.42,15.76,70.67,10.82,2,4.8,Yes
2510,20,Male,Tsevie,Secondary,11.07,20.34,90.55,1.26,5,4.0,Yes
2511,28,Male,Notse,Secondary,17.47,27.15,95.37,9.0,0,6.4,No
2512,29,Female,Dapaong,Higher,13.3,21.07,67.09,5.72,1,2.9,Yes
2513,19,Male,Lome,Primary,13.59,34.65,58.03,5.25,0,5.0,Yes
2514,28,Female,Dapaong,Secondary,8.77,28.61,60.24,19.42,0,6.6,No
2515,18,Male,Lome,None,10.84,22.38,74.72,1.84,2,4.4,Yes
2516,18,Female,Lome,Secondary,9.8,19.69,56.5,9.04,2,3.9,Yes
2517,25,Male,Sokode,Primary,8.8,27.3,94.64,17.25,4,6.3,Yes
2518,17,Male,Atakpame,Secondary,13.99,0.0,65.12,12.51,5,6.6,No
2519,24,Male,Sokode,Higher,14.59,10.2,99.4,40.95,1,3.8,No
2520,22,Female,Lome,Primary,13.2,0.0,46.57,0.02,3,6.8,No
2521,22,Female,Tsevie,Secondary,9.52,21.63,51.27,21.57,1,8.6,Yes
2522,34,Male,Atakpame,Primary,12.99,7.57,70.7,9.5,0,2.0,Yes
2523,33,Male,Tsevie,Secondary,6.26,45.2,92.1,0.02,4,9.5,Yes
2524,28,Male,Tsevie,Primary,15.97,9.82,61.24,6.26,5,1.6,Yes
2525,22,Male,Tsevie,Primary,8.11,16.06,90.25,14.59,6,5.7,Yes
2526,24,Female,Atakpame,Higher,8.64,10.98,65.53,2.02,4,9.1,No
2527,26,Female,Tsevie,Primary,12.35,10.11,91.18,11.35,3,3.3,No
2528,17,Female,Atakpame,Secondary,12.61,2.53,56.65,1.5,1,7.3,Yes
2529,29,Male,Dapaong,Higher,11.78,2.2,68.31,16.27,3,1.4,No
2530,33,Male,Notse,Higher,8.67,0.0,56.72,8.4,4,5.3,Yes
2531,19,Female,Lome,Secondary,15.4,20.45,52.91,0.34,4,6.6,No
2532,24,Male,Kara,Primary,6.94,10.75,65.27,0.95,1,5.9,Yes
2533,30,Female,Tsevie,Higher,7.55,34.34,60.08,19.94,3,2.6,Yes
2534,19,Female,Sokode,Primary,11.68,2.56,87.23,0.34,1,1.2,No
2535,32,Female,Dapaong,Higher,8.21,29.76,84.86,3.55,2,5.0,Yes
2536,29,Female,Sokode,Secondary,15.67,30.72,61.51,8.37,0,2.6,No
2537,33,Male,Kara,Secondary,8.47,27.77,99.54,2.4,5,4.3,No
2538,29,Female,Atakpame,None,16.67,17.35,98.43,2.54,5,8.6,No
2539,22,Male,Kara,Secondary,15.11,11.62,95.07,14.96,3,5.9,No
2540,33,Female,Sokode,Higher,15.71,27.76,75.19,3.44,5,1.7,Yes
2541,30,Female,Kara,Higher,17.66,7.09,64.74,0.39,1,7.5,No
2542,33,Female,Lome,None,12.24,17.71,58.78,12.77,4,5.1,No
2543,24,Female,Kara,Higher,8.96,14.56,40.9,30.87,7,1.4,No
2544,27,Male,Tsevie,None,11.69,6.09,77.91,17.83,2,7.5,No
2545,17,Male,Lome,Secondary,10.3,17.78,73.19,7.95,2,9.0,No
2546,23,Male,Tsevie,Secondary,9.87,22.42,77.79,5.53,4,7.7,Yes
2547,33,Male,Notse,Primary,12.45,5.69,74.56,25.92,2,9.8,No
2548,26,Female,Notse,None,11.06,19.6,48.26,14.53,5,2.4,Yes
2549,27,Male,Kara,Secondary,9.74,0.0,81.72,8.45,4,6.1,Yes
2550,25,Male,Lome,Primary,11.26,4.51,61.63,21.19,2,1.8,Yes
2551,25,Female,Lome,Primary,13.65,10.43,70.98,9.21,3,9.8,No
2552,21,Male,Notse,Secondary,14.87,18.57,61.94,36.31,5,2.9,Yes
2553,33,Male,Kara,Higher,7.19,23.69,41.32,19.54,2,9.5,Yes
2554,25,Male,Dapaong,Secondary,11.09,15.83,92.59,7.99,5,5.1,No
2555,33,Male,Atakpame,Primary,11.58,20.67,48.92,25.62,3,8.1,No
2556,23,Female,Atakpame,None,8.45,13.39,74.93,4.19,2,9.6,Yes
2557,25,Female,Atakpame,Secondary,11.64,19.05,92.99,12.07,3,3.1,Yes
2558,23,Male,Lome,Secondary,12.44,18.52,53.28,1.88,2,8.3,No
2559,29,Female,Notse,Secondary,13.56,9.91,64.72,22.57,1,9.0,No
2560,27,Male,Atakpame,Higher,12.23,11.45,62.66,2.85,2,6.0,No
2561,30,Male,Notse,Secondary,9.36,21.0,45.35,29.77,3,7.1,No
2562,27,Male,Lome,Primary,18.04,33.12,65.41,0.17,4,5.0,Yes
2563,29,Female,Notse,Higher,14.49,27.07,68.77,11.45,2,4.8,Yes
2564,30,Female,Dapaong,Secondary,13.66,3.71,41.6,1.63,0,2.4,No
2565,29,Female,Kara,Secondary,15.01,3.74,69.29,14.73,2,7.2,No
2566,17,Female,Notse,Higher,12.73,9.64,45.63,6.77,2,2.5,Yes
2567,24,Female,Notse,Higher,15.86,15.99,93.55,24.04,2,2.6,No
2568,28,Female,Kara,Secondary,12.17,15.48,79.01,12.56,4,5.5,No
2569,28,Male,Lome,Primary,12.01,27.4,43.39,14.62,0,5.1,No
2570,24,Female,Lome,Higher,13.91,27.95,89.62,1.28,6,6.8,No
2571,24,Male,Notse,Secondary,16.73,15.06,61.7,1.02,5,5.7,No
2572,29,Male,Dapaong,Secondary,16.54,12.72,53.54,19.01,3,3.8,No
2573,28,Female,Atakpame,Secondary,13.78,20.17,55.24,2.56,3,1.5,Yes
2574,32,Male,Dapaong,Secondary,13.55,25.63,75.86,20.17,1,6.3,No
2575,17,Male,Kara,Higher,14.09,20.52,44.89,1.54,4,5.4,Yes
2576,29,Male,Kara,Secondary,14.96,10.68,43.52,3.69,2,1.7,Yes
2577,23,Female,Tsevie,Higher,15.9,8.88,77.65,26.41,2,7.3,No
2578,21,Female,Atakpame,Higher,11.29,3.89,98.91,18.31,1,3.3,Yes
2579,24,Male,Notse,Higher,15.95,16.93,69.01,0.56,2,1.3,No
2580,30,Female,Kara,Secondary,13.03,21.23,64.8,5.94,7,1.1,Yes
2581,29,Male,Tsevie,Higher,13.95,22.35,96.83,24.06,3,5.9,Yes
2582,31,Female,Lome,Primary,16.15,26.52,54.46,0.15,1,9.4,No
2583,33,Male,Kara,Primary,14.24,29.8,54.43,1.14,0,8.6,No
2584,31,Male,Sokode,Higher,14.75,1.25,94.31,10.36,1,1.9,Yes
2585,34,Female,Atakpame,Secondary,10.83,19.05,78.82,1.11,3,3.9,Yes
2586,34,Female,Tsevie,Primary,16.49,19.39,43.23,5.96,4,3.8,No
2587,18,Female,Atakpame,Primary,14.09,14.26,80.44,7.09,4,8.7,No
2588,20,Female,Atakpame,Primary,12.38,6.72,89.2,19.68,2,8.2,No
2589,17,Female,Sokode,Secondary,15.3,29.45,56.44,31.56,0,9.7,No
2590,20,Male,Dapaong,Secondary,19.76,9.11,62.97,7.18,3,5.7,No
2591,34,Male,Lome,Primary,8.49,0.0,51.86,7.14,4,1.1,Yes
2592,21,Male,Atakpame,Higher,9.59,15.2,78.0,12.98,0,9.1,Yes
2593,31,Female,Kara,Primary,20.06,12.62,79.85,2.14,1,1.3,Yes
2594,24,Female,Lome,Secondary,13.28,33.58,44.11,28.28,2,8.5,No
2595,33,Male,Kara,Secondary,12.57,19.9,80.66,0.01,2,5.7,No
2596,17,Male,Lome,Secondary,11.65,11.95,79.51,0.02,0,9.7,No
2597,28,Male,Notse,Primary,15.63,13.03,42.11,9.83,4,3.2,No
2598,31,Male,Lome,Primary,19.83,12.92,73.32,4.18,2,5.6,No
2599,25,Female,Tsevie,Higher,10.0,37.17,76.84,5.08,3,1.1,No
2600,23,Male,Kara,None,11.71,21.75,65.81,2.5,6,6.4,Yes
2601,18,Female,Kara,Higher,10.95,0.93,94.08,5.24,1,1.6,Yes
2602,25,Male,Notse,Secondary,14.2,12.56,59.7,17.6,2,1.6,No
2603,26,Female,Lome,Secondary,15.67,14.76,44.03,12.01,1,7.6,No
2604,18,Female,Atakpame,Secondary,16.86,3.92,80.31,0.99,1,2.7,Yes
2605,27,Female,Kara,Primary,14.3,0.0,76.31,0.58,5,9.8,Yes
2606,29,Female,Notse,Secondary,19.56,20.96,99.34,7.06,7,4.6,Yes
2607,26,Male,Sokode,Higher,10.28,6.95,53.88,13.1,0,5.4,Yes
2608,30,Male,Sokode,Primary,9.5,27.49,63.73,10.92,2,3.8,Yes
2609,34,Male,Lome,Secondary,16.41,15.08,67.67,19.96,2,3.5,Yes
2610,25,Female,Dapaong,Secondary,12.37,10.26,91.69,1.43,1,8.9,No
2611,23,Male,Lome,Secondary,7.87,0.0,64.87,9.31,4,9.0,Yes
2612,19,Male,Notse,Primary,11.05,27.22,86.33,14.52,2,2.9,Yes
2613,22,Male,Lome,Secondary,12.77,17.94,49.42,27.78,2,1.4,Yes
2614,18,Female,Atakpame,Higher,10.06,10.52,64.59,1.06,6,3.5,Yes
2615,22,Female,Atakpame,Primary,8.96,6.1,49.3,2.74,3,8.4,Yes
2616,19,Female,Tsevie,Secondary,11.38,30.99,96.98,4.38,4,5.5,Yes
2617,32,Male,Notse,Secondary,8.81,4.36,50.67,7.78,3,8.1,Yes
2618,24,Male,Dapaong,Secondary,13.91,11.31,65.14,5.25,1,8.5,No
2619,18,Male,Notse,Secondary,6.17,20.7,44.94,19.74,3,8.4,Yes
2620,33,Female,Notse,Secondary,12.27,29.51,95.28,30.06,4,6.2,No
2621,25,Male,Dapaong,None,13.56,12.84,77.43,0.73,2,2.5,Yes
2622,28,Female,Notse,Higher,11.73,7.65,97.75,12.03,6,6.7,No
2623,19,Female,Dapaong,Higher,15.28,13.93,42.54,1.21,5,3.7,Yes
2624,27,Female,Dapaong,Primary,7.89,24.04,50.5,22.82,6,7.9,Yes
2625,17,Female,Dapaong,Secondary,9.9,26.29,62.8,1.53,1,2.8,Yes
2626,29,Male,Notse,Secondary,11.01,1.25,77.28,47.69,4,6.8,No
2627,31,Male,Notse,Higher,14.14,16.15,59.77,5.58,1,1.8,Yes
2628,21,Female,Lome,Higher,12.66,0.66,82.71,4.81,1,8.2,Yes
2629,33,Male,Notse,Higher,18.43,23.84,49.91,8.83,6,3.8,No
2630,22,Female,Lome,Primary,9.58,19.22,76.04,5.01,3,9.8,No
2631,27,Male,Tsevie,Higher,7.82,5.79,63.88,2.67,8,5.1,No
2632,34,Male,Sokode,Higher,17.37,30.34,70.49,9.92,5,3.3,No
2633,20,Female,Sokode,Primary,7.71,18.35,74.18,13.03,3,2.1,No
2634,19,Female,Tsevie,Primary,14.05,17.25,43.59,29.06,8,9.9,No
2635,29,Female,Tsevie,Secondary,9.06,13.21,95.44,5.26,5,4.6,Yes
2636,25,Female,Kara,Secondary,5.79,14.92,87.17,12.23,2,7.0,No
2637,22,Male,Lome,Primary,10.88,11.19,66.55,17.93,1,3.9,Yes
2638,28,Female,Dapaong,None,14.7,7.59,72.85,17.8,3,3.0,Yes
2639,18,Male,Kara,Primary,8.33,27.29,41.95,0.35,3,6.1,Yes
2640,19,Female,Atakpame,Secondary,13.73,10.07,69.88,4.4,2,4.6,Yes
2641,19,Male,Lome,Primary,14.29,9.74,65.58,0.14,1,5.3,No
2642,28,Female,Notse,Secondary,8.18,13.71,62.47,8.19,2,7.3,Yes
2643,31,Male,Tsevie,Primary,11.32,29.25,88.92,20.03,3,3.5,Yes
2644,25,Male,Sokode,Higher,16.73,26.31,50.92,16.87,3,2.4,No
2645,24,Male,Lome,Higher,13.95,11.05,50.58,16.67,3,5.8,No
2646,27,Female,Tsevie,Higher,11.22,27.27,71.3,4.34,6,2.0,Yes
2647,32,Female,Lome,Secondary,13.25,16.08,81.23,0.47,4,7.1,No
2648,20,Female,Notse,Primary,9.94,6.57,41.35,1.89,2,6.3,Yes
2649,17,Female,Lome,Secondary,15.34,10.24,72.75,11.11,3,3.1,Yes
2650,23,Male,Notse,Primary,15.34,28.73,57.92,1.44,5,3.4,Yes
2651,18,Male,Lome,Higher,12.36,35.83,85.41,1.34,2,2.7,Yes
2652,21,Male,Atakpame,Primary,12.69,18.2,68.13,4.36,3,9.0,No
2653,23,Female,Sokode,Secondary,9.0,9.33,90.04,0.99,3,3.9,Yes
2654,20,Male,Lome,Secondary,7.94,13.75,63.82,4.0,4,9.2,Yes
2655,21,Male,Tsevie,Higher,10.87,7.38,89.63,34.96,2,1.2,No
2656,17,Female,Atakpame,Secondary,11.74,8.83,82.99,0.2,2,4.5,Yes
2657,17,Female,Kara,Secondary,15.19,7.85,89.7,17.75,2,9.1,No
2658,31,Male,Lome,Secondary,14.77,14.21,88.75,50.55,7,7.4,No
2659,26,Female,Notse,Secondary,12.55,16.21,69.18,5.73,4,1.5,Yes
2660,34,Female,Atakpame,None,15.57,13.52,62.09,28.66,3,5.5,No
2661,19,Female,Dapaong,Higher,9.17,12.79,85.91,3.03,5,2.1,No
2662,27,Female,Kara,Secondary,15.23,22.6,61.69,40.34,5,2.3,Yes
2663,31,Male,Sokode,None,9.63,12.71,45.36,19.77,4,5.0,No
2664,27,Male,Lome,Higher,15.72,13.35,91.53,21.6,1,8.9,No
2665,33,Male,Lome,Secondary,11.96,13.23,63.83,1.4,4,4.3,No
2666,33,Male,Atakpame,Higher,6.01,30.43,47.96,20.41,3,7.2,Yes
2667,22,Male,Sokode,Higher,14.19,10.09,78.79,28.44,2,3.0,No
2668,21,Female,Dapaong,Higher,14.43,20.96,93.39,17.1,7,4.6,No
2669,24,Male,Kara,None,10.63,7.52,91.66,0.96,8,2.0,Yes
2670,18,Male,Tsevie,Primary,10.89,18.5,73.27,0.89,2,2.2,No
2671,32,Female,Sokode,Higher,11.52,20.46,45.28,4.43,1,6.9,No
2672,28,Female,Lome,Higher,6.22,25.84,81.8,12.21,7,1.1,Yes
2673,22,Female,Atakpame,Secondary,4.91,11.16,76.53,0.13,4,7.4,Yes
2674,17,Male,Dapaong,Secondary,15.9,3.86,52.61,30.09,3,8.8,No
2675,20,Female,Atakpame,Primary,9.53,7.16,94.03,7.45,4,3.3,No
2676,33,Female,Kara,Higher,17.57,24.65,45.2,4.44,3,8.9,No
2677,29,Female,Notse,Primary,16.11,35.82,62.38,8.24,5,7.6,Yes
2678,34,Male,Notse,Primary,16.7,23.34,45.67,12.58,2,8.4,No
2679,21,Female,Sokode,Secondary,10.05,2.38,94.72,3.19,1,8.1,No
2680,19,Female,Atakpame,Primary,7.17,23.01,42.12,3.44,2,1.0,Yes
2681,27,Male,Tsevie,Higher,8.74,5.56,65.55,6.31,3,7.1,Yes
2682,29,Female,Tsevie,None,10.66,11.51,91.71,11.08,5,5.0,No
2683,20,Male,Notse,None,4.88,16.87,55.08,12.25,4,9.9,Yes
2684,30,Male,Notse,Secondary,10.57,18.55,46.3,3.92,1,6.2,No
2685,27,Female,Atakpame,Secondary,11.39,15.65,47.62,3.89,0,6.4,No
2686,26,Male,Lome,Primary,8.12,8.99,64.3,6.68,4,10.0,Yes
2687,34,Female,Atakpame,Secondary,8.88,25.6,65.71,7.81,4,3.4,No
2688,22,Female,Dapaong,Secondary,11.34,9.72,83.08,10.48,3,7.9,No
2689,31,Female,Sokode,Higher,13.07,27.55,54.28,9.62,1,1.5,Yes
2690,26,Female,Kara,None,9.33,1.41,82.11,4.66,1,5.4,Yes
2691,21,Male,Tsevie,Higher,12.88,17.16,99.94,3.52,5,6.7,No
2692,21,Female,Atakpame,Secondary,12.41,2.74,91.86,3.68,4,2.9,Yes
2693,26,Female,Dapaong,Primary,12.14,6.66,78.13,10.37,5,5.3,No
2694,21,Female,Notse,None,10.04,9.87,96.39,5.68,3,5.1,Yes
2695,19,Male,Tsevie,Secondary,8.0,30.21,99.47,1.44,4,3.5,Yes
2696,22,Male,Tsevie,Primary,17.09,28.08,74.22,0.06,5,6.5,No
2697,20,Female,Kara,Primary,13.89,23.74,56.42,0.3,3,7.1,No
2698,34,Male,Tsevie,Primary,15.02,15.33,94.9,20.21,4,1.8,Yes
2699,25,Male,Dapaong,Secondary,11.75,16.88,90.65,6.12,0,2.4,Yes
2700,33,Female,Tsevie,Secondary,11.51,27.66,45.08,10.71,1,9.6,No
2701,29,Female,Tsevie,None,13.47,22.01,96.18,26.46,1,1.4,No
2702,31,Female,Atakpame,Secondary,6.5,15.18,61.97,1.35,8,2.0,Yes
2703,33,Female,Atakpame,Secondary,8.66,29.87,59.33,5.94,2,8.3,No
2704,29,Female,Notse,None,9.61,23.15,60.6,7.75,3,8.3,No
2705,32,Male,Sokode,Higher,10.64,17.42,59.2,18.42,4,9.6,No
2706,20,Female,Lome,Secondary,9.36,10.41,70.96,50.7,3,8.8,No
2707,21,Female,Dapaong,Higher,13.0,9.51,74.79,12.44,6,2.9,Yes
2708,21,Female,Lome,Primary,12.24,11.64,65.54,10.27,1,7.1,No
2709,25,Female,Lome,Higher,16.18,19.57,64.75,25.3,3,2.8,Yes
2710,33,Female,Tsevie,Secondary,19.42,23.36,84.24,18.16,3,8.4,No
2711,29,Male,Notse,Secondary,8.21,0.56,40.18,20.03,3,5.7,Yes
2712,18,Female,Kara,Secondary,12.44,0.0,96.81,0.03,3,5.2,No
2713,29,Male,Kara,None,12.44,5.49,82.87,7.22,3,5.5,No
2714,19,Female,Tsevie,Higher,11.96,10.92,82.44,15.27,3,1.2,Yes
2715,26,Female,Notse,Secondary,8.75,26.96,65.32,2.0,3,7.4,No
2716,18,Female,Dapaong,None,9.25,12.2,97.95,13.92,5,2.5,No
2717,29,Male,Lome,None,12.72,17.55,40.02,0.09,3,2.2,Yes
2718,33,Female,Sokode,None,9.16,19.18,44.59,8.56,2,3.7,Yes
2719,30,Female,Notse,Secondary,12.48,4.76,88.24,19.06,1,5.4,No
2720,28,Female,Lome,Secondary,11.26,29.6,84.32,5.64,3,5.6,No
2721,28,Female,Kara,Secondary,12.42,8.35,56.28,13.45,2,6.9,No
2722,27,Female,Lome,Primary,9.14,30.6,75.69,7.56,2,1.6,No
2723,23,Female,Atakpame,Secondary,12.47,13.74,71.92,10.42,2,4.0,Yes
2724,20,Female,Atakpame,Secondary,9.36,11.62,71.63,7.27,3,3.2,No
2725,17,Male,Sokode,None,12.48,3.89,75.73,6.46,0,4.6,No
2726,19,Female,Dapaong,Primary,16.02,16.97,99.62,18.43,5,5.6,Yes
2727,29,Female,Lome,None,12.78,37.54,99.24,0.97,1,8.6,Yes
2728,31,Female,Atakpame,Higher,12.97,19.14,98.9,8.79,4,8.7,No
2729,18,Male,Dapaong,Secondary,14.45,17.7,72.92,1.22,6,5.8,No
2730,27,Male,Notse,Higher,7.79,8.33,59.09,8.27,1,8.1,Yes
2731,20,Female,Notse,Primary,17.16,20.92,73.61,33.13,1,4.6,Yes
2732,33,Male,Atakpame,Higher,8.83,16.58,77.36,0.59,1,9.9,No
2733,19,Female,Dapaong,Secondary,14.64,14.37,58.69,5.48,5,2.1,Yes
2734,34,Female,Dapaong,Secondary,14.24,19.95,77.97,16.19,3,2.3,No
2735,24,Male,Atakpame,Primary,9.29,0.0,77.32,4.62,3,3.6,Yes
2736,21,Female,Tsevie,Secondary,15.03,13.99,94.21,7.35,1,1.9,Yes
2737,23,Male,Kara,Higher,13.49,3.03,54.26,1.22,1,1.0,No
2738,24,Male,Dapaong,Primary,17.67,15.29,81.86,2.52,5,3.9,Yes
2739,21,Male,Notse,Primary,12.58,7.76,67.05,11.6,4,1.4,Yes
2740,33,Female,Tsevie,Secondary,11.67,8.44,47.79,17.64,5,6.2,No
2741,21,Female,Lome,Higher,10.46,1.67,58.97,10.4,5,8.5,No
2742,20,Female,Tsevie,Secondary,6.77,26.16,43.44,18.14,7,2.6,Yes
2743,18,Female,Atakpame,Primary,11.05,8.22,59.16,9.31,6,6.4,No
2744,27,Female,Tsevie,Secondary,11.17,8.76,44.14,16.62,3,3.2,Yes
2745,29,Female,Kara,Primary,12.79,30.31,95.53,40.68,4,5.8,Yes
2746,31,Female,Atakpame,Higher,7.73,20.68,46.1,0.86,2,5.8,Yes
2747,28,Male,Sokode,Secondary,11.28,0.0,89.04,6.53,2,1.5,Yes
2748,27,Female,Lome,Secondary,13.73,28.85,94.37,2.11,4,9.4,No
2749,23,Female,Notse,Primary,14.03,31.48,68.06,6.26,3,2.6,No
